City Name,Total No. of Live Births (in Thousands)-2013-14,Total No. of Live Births (in Thousands)-2014-15,Total No. of Live Births (in Thousands)-2015-16,Total No. of Live Births (in Thousands)-2016-17,Total No. of Live Births (in Thousands)-2017-18,No. of Deaths - Total (in Thousands)-2013-14,No. of Deaths - Total (in Thousands)-2014-15,No. of Deaths - Total (in Thousands)-2015-16,No. of Deaths - Total (in Thousands)-2016-17,No. of Deaths - Total (in Thousands)-2017-18,No. of Deaths - Male (in Thousands)-2013-14,No. of Deaths - Male (in Thousands)-2014-15,No. of Deaths - Male (in Thousands)-2015-16,No. of Deaths - Male (in Thousands)-2016-17,No. of Deaths - Male (in Thousands)-2017-18,No. of Deaths - Female (in Thousands)-2013-14,No. of Deaths - Female (in Thousands)-2014-15,No. of Deaths - Female (in Thousands)-2015-16,No. of Deaths - Female (in Thousands)-2016-17,No. of Deaths - Female (in Thousands)-2017-18,No. of Deaths - Infants (0-1 year) (in Thousands)-2013-14,No. of Deaths - Infants (0-1 year) (in Thousands)-2014-15,No. of Deaths - Infants (0-1 year) (in Thousands)-2015-16,No. of Deaths - Infants (0-1 year) (in Thousands)-2016-17,No. of Deaths - Infants (0-1 year) (in Thousands)-2017-18,No. of Deaths - Children (1-5 years) (in Thousands)-2013-14,No. of Deaths - Children (1-5 years) (in Thousands)-2014-15,No. of Deaths - Children (1-5 years) (in Thousands)-2015-16,No. of Deaths - Children (1-5 years) (in Thousands)-2016-17,No. of Deaths - Children (1-5 years) (in Thousands)-2017-18,No. of Deaths - age above 5 years (in Thousands)-2013-14,No. of Deaths - age above 5 years (in Thousands)-2014-15,No. of Deaths - age above 5 years (in Thousands)-2015-16,No. of Deaths - age above 5 years (in Thousands)-2016-17,No. of Deaths - age above 5 years (in Thousands)-2017-18
Smart City Solapur,21337,53345,40156,15200,64677,10350,13705,12402,5968,20071,6486,8491,7597,3645,12308,3864,5214,4808,2301,7760,447,645,1110,372,0,89,166,168,54,0,9814,12894,11127,5501,0
