City Name,Total No. of Live Births (in Thousands)-2013-14,Total No. of Live Births (in Thousands)-2014-15,Total No. of Live Births (in Thousands)-2015-16,Total No. of Live Births (in Thousands)-2016-17,Total No. of Live Births (in Thousands)-2017-18,No. of Deaths - Total (in Thousands)-2013-14,No. of Deaths - Total (in Thousands)-2014-15,No. of Deaths - Total (in Thousands)-2015-16,No. of Deaths - Total (in Thousands)-2016-17,No. of Deaths - Total (in Thousands)-2017-18,No. of Deaths - Male (in Thousands)-2013-14,No. of Deaths - Male (in Thousands)-2014-15,No. of Deaths - Male (in Thousands)-2015-16,No. of Deaths - Male (in Thousands)-2016-17,No. of Deaths - Male (in Thousands)-2017-18,No. of Deaths - Female (in Thousands)-2013-14,No. of Deaths - Female (in Thousands)-2014-15,No. of Deaths - Female (in Thousands)-2015-16,No. of Deaths - Female (in Thousands)-2016-17,No. of Deaths - Female (in Thousands)-2017-18,No. of Deaths - Infants (0-1 year) (in Thousands)-2013-14,No. of Deaths - Infants (0-1 year) (in Thousands)-2014-15,No. of Deaths - Infants (0-1 year) (in Thousands)-2015-16,No. of Deaths - Infants (0-1 year) (in Thousands)-2016-17,No. of Deaths - Infants (0-1 year) (in Thousands)-2017-18,No. of Deaths - Children (1-5 years) (in Thousands)-2013-14,No. of Deaths - Children (1-5 years) (in Thousands)-2014-15,No. of Deaths - Children (1-5 years) (in Thousands)-2015-16,No. of Deaths - Children (1-5 years) (in Thousands)-2016-17,No. of Deaths - Children (1-5 years) (in Thousands)-2017-18,No. of Deaths - age above 5 years (in Thousands)-2013-14,No. of Deaths - age above 5 years (in Thousands)-2014-15,No. of Deaths - age above 5 years (in Thousands)-2015-16,No. of Deaths - age above 5 years (in Thousands)-2016-17,No. of Deaths - age above 5 years (in Thousands)-2017-18
Pimpri Chinchwad,27214,27292,27957,28338,27168,9282,8929,9291,10056,11226,5787,5628,5400,6171,6965,3495,3301,3891,3885,4261,524,548,344,463,598,0,0,0,0,0,0,0,0,0,0
