City Name,Total No. of Live Births (in Thousands)-2018-19,Total No. of Live Births (in Thousands)-2019-2020,No. of Deaths - Total (in Thousands)-2018-19,No. of Deaths - Total (in Thousands)-2019-2020,No. of Deaths - Male (in Thousands)-2018-19,No. of Deaths - Male (in Thousands)-2019-2020,No. of Deaths - Female (in Thousands)-2018-19,No. of Deaths - Female (in Thousands)-2019-2020,No. of Deaths - Infants (0-1 year) (in Thousands)-2018-19,No. of Deaths - Infants (0-1 year) (in Thousands)-2019-2020,"No. of Deaths - Children (1-5 years)
(in Thousands)-2018-19","No. of Deaths - Children (1-5 years)
(in Thousands)-2019-2020","No. of Deaths - age above 5 years
 (in Thousands)-2018-19","No. of Deaths - age above 5 years
 (in Thousands)-2019-2020"
Pune,51379,CRS System stared,29209,CRS System stared,17182,CRS System stared,12027,CRS System stared,1132,CRS System stared,334,CRS System stared,27743,CRS System stared
